City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Sao Joao Da Barra,-21.6403,-41.0511,73.15,80,100,4.92,BR,overcast clouds
348,Tete,-16.1564,33.5867,73.4,73,40,8.05,MZ,scattered clouds
349,Japura,-0.3167,102.35,77.23,92,100,1.12,ID,overcast clouds
350,Fez,34.0372,-4.9998,57.2,94,40,3.51,MA,scattered clouds
351,Nouakchott,18.0858,-15.9785,77.0,44,0,18.41,MR,clear sky
352,Keflavik,64.0049,-22.5624,24.8,74,75,8.05,IS,broken clouds
353,Narsaq,60.9167,-46.05,33.8,93,90,2.3,GL,fog
354,Laguna,38.421,-121.4238,75.2,28,1,8.05,US,clear sky
355,Margate,51.3813,1.3862,35.01,62,0,8.01,GB,clear sky
356,Jumla,29.2747,82.1838,48.2,53,71,5.84,NP,broken clouds
357,Kangalassy,62.3464,129.9628,-4.0,65,0,2.24,RU,clear sky
358,Prince Rupert,54.3161,-130.3201,39.2,87,90,5.75,CA,light rain
359,Batagay-Alyta,67.8006,130.4114,-8.23,86,13,3.09,RU,few clouds
360,Opuwo,-18.0607,13.84,69.12,58,0,7.56,NA,clear sky
361,Mangrol,21.1167,70.1167,77.47,76,0,10.29,IN,clear sky
362,Soe,-9.8607,124.284,76.91,66,41,0.87,ID,scattered clouds
363,Cayenne,4.9333,-52.3333,78.01,94,75,5.75,GF,mist
364,Cabedelo,-6.9811,-34.8339,77.0,94,20,5.75,BR,few clouds
365,Pangody,65.85,74.4859,27.75,94,100,14.7,RU,overcast clouds
366,Barcelos,41.5388,-8.6151,55.0,100,0,3.76,PT,clear sky
367,Bachaquero,9.9694,-71.1494,81.34,78,100,3.67,VE,overcast clouds
368,Kenai,60.5544,-151.2583,30.2,37,1,8.05,US,clear sky
369,Johnstown,40.3267,-78.922,66.2,37,20,4.61,US,few clouds
370,Bakau,13.4781,-16.6819,71.6,83,0,7.2,GM,clear sky
371,Northam,51.0333,-4.2167,41.0,76,100,3.0,GB,overcast clouds
372,Katobu,-4.9408,122.5276,83.66,73,16,4.23,ID,few clouds
373,Namibe,-15.1961,12.1522,77.54,83,65,4.88,AO,broken clouds
374,Gumdag,39.2061,54.5906,54.05,59,0,8.95,TM,clear sky
375,Turan,16.0678,108.2208,82.4,74,20,2.3,VN,few clouds
376,Sao Francisco,-15.9486,-44.8644,73.22,71,100,4.56,BR,moderate rain
377,Hirara,24.8,125.2833,73.4,60,20,17.27,JP,few clouds
378,Ostrovnoy,68.0531,39.5131,29.3,86,100,22.84,RU,overcast clouds
379,Dabakala,8.3667,-4.4333,78.48,68,100,3.78,CI,overcast clouds
380,Kamina,-8.7386,24.9906,64.18,99,100,3.31,CD,moderate rain
381,Aykhal,66.0,111.5,26.38,91,100,6.96,RU,overcast clouds
382,Tara,56.8944,74.371,30.99,94,100,10.27,RU,overcast clouds
383,Bo Phloi,14.3236,99.5161,82.99,76,100,3.87,TH,overcast clouds
384,Santa Cruz,-17.8,-63.1667,77.0,83,40,2.3,BO,scattered clouds
385,Kayerkan,69.3497,87.7602,10.71,98,94,6.22,RU,overcast clouds
386,Shkotovo,43.3319,132.3625,44.6,29,19,13.42,RU,few clouds
387,Trinidad,-14.8333,-64.9,75.61,95,100,1.74,BO,overcast clouds
388,Mahanoro,-19.9,48.8,73.36,92,94,9.15,MG,light rain
389,Hay River,60.8156,-115.7999,17.6,73,100,6.91,CA,overcast clouds
390,Zyryanka,65.75,150.85,1.44,80,100,7.4,RU,overcast clouds
391,Makakilo City,21.3469,-158.0858,78.8,41,40,10.36,US,scattered clouds
392,Tiarei,-17.5333,-149.3333,87.8,51,20,5.75,PF,few clouds
393,Beinamar,8.6698,15.3813,84.74,16,56,4.63,TD,broken clouds
394,Guerrero Negro,27.9769,-114.0611,64.87,64,64,18.75,MX,broken clouds
395,Calama,-22.4667,-68.9333,66.2,18,0,17.27,CL,clear sky
396,Husavik,66.0449,-17.3389,10.4,85,0,3.44,IS,clear sky
397,Yarensk,62.1675,49.0916,34.54,86,100,9.33,RU,overcast clouds
398,Djambala,-2.5447,14.7533,69.53,91,100,3.71,CG,overcast clouds
399,Fairbanks,64.8378,-147.7164,15.01,62,1,6.91,US,clear sky
400,Southborough,42.3056,-71.5245,52.0,65,99,3.94,US,overcast clouds
401,Pemba,-12.974,40.5178,73.4,88,20,8.05,MZ,few clouds
402,Emerald,-23.5333,148.1667,78.8,65,90,10.36,AU,overcast clouds
403,Padang,-0.9492,100.3543,78.8,89,20,1.14,ID,few clouds
404,Wanning,18.8003,110.3967,77.65,79,56,7.94,CN,broken clouds
405,Lazaro Cardenas,17.9583,-102.2,78.78,65,0,8.14,MX,clear sky
406,Calvia,39.5657,2.5062,54.0,56,11,1.99,ES,few clouds
407,Los Llanos De Aridane,28.6585,-17.9182,66.2,63,75,5.75,ES,broken clouds
408,Nikolskoye,59.7035,30.7861,33.01,86,0,6.71,RU,clear sky
409,Carutapera,-1.195,-46.02,77.67,87,35,6.73,BR,scattered clouds
410,Umm Kaddadah,13.6017,26.6876,75.49,7,1,11.23,SD,clear sky
411,Lukovetskiy,64.2956,41.9211,30.2,93,20,6.71,RU,few clouds
412,Sidi Ali,36.0998,0.4206,59.27,47,100,4.72,DZ,overcast clouds
413,Faya,18.3851,42.4509,62.6,44,0,2.28,SA,clear sky
414,Ilinge,-31.9768,27.0427,50.88,90,30,3.44,ZA,scattered clouds
415,Battle Creek,42.3212,-85.1797,68.0,52,40,5.75,US,scattered clouds
416,Sechura,-5.5569,-80.8222,75.97,68,85,15.46,PE,overcast clouds
417,Wattegama,6.7989,81.4808,75.2,100,20,3.44,LK,few clouds
418,Acapulco,16.8634,-99.8901,82.4,69,20,9.22,MX,few clouds
419,Bacalar,18.6667,-88.3833,75.0,92,100,1.01,MX,overcast clouds
420,Leningradskiy,69.3833,178.4167,-2.99,86,24,10.13,RU,few clouds
421,Iqaluit,63.7506,-68.5145,19.4,79,90,13.8,CA,overcast clouds
422,Broken Hill,-31.95,141.4333,73.4,27,0,10.36,AU,clear sky
423,Khartoum,15.5518,32.5324,80.01,7,0,1.01,SD,clear sky
424,Swan River,52.1058,-101.2676,55.4,33,11,8.05,CA,few clouds
425,Narasannapeta,18.4167,84.05,78.01,79,6,5.5,IN,clear sky
426,Port Macquarie,-31.4333,152.9167,72.0,85,33,1.01,AU,scattered clouds
427,Krasnoarmeysk,51.0239,45.6969,25.95,94,16,8.41,RU,few clouds
428,San Carlos De Bariloche,-41.1456,-71.3082,53.6,66,75,8.05,AR,broken clouds
429,Ventspils,57.3894,21.5606,37.4,93,90,14.97,LV,overcast clouds
430,Vila Franca Do Campo,37.7167,-25.4333,57.2,94,20,5.75,PT,few clouds
431,Isangel,-19.55,169.2667,86.0,74,40,16.11,VU,scattered clouds
432,Soyo,-6.1349,12.3689,76.98,92,100,8.34,AO,moderate rain
433,Gasa,31.5,34.4667,68.0,45,0,3.44,PS,clear sky
434,Gambela,8.25,34.5833,81.45,53,100,1.21,ET,overcast clouds
435,Port-Gentil,-0.7193,8.7815,80.19,83,100,4.32,GA,overcast clouds
436,Odweyne,9.4092,45.064,68.85,23,75,6.4,SO,broken clouds
437,Pacific Grove,36.6177,-121.9166,55.4,71,90,10.36,US,overcast clouds
438,Satana,20.5833,74.2,76.12,36,0,6.51,IN,clear sky
439,Lenine,45.2986,35.7771,50.05,86,24,19.06,UA,few clouds
440,Hoi An,15.8794,108.335,82.4,74,20,2.3,VN,few clouds
441,Rosario,-32.9468,-60.6393,75.0,88,0,3.44,AR,clear sky
442,Rovaniemi,66.5,25.7167,30.2,93,75,10.36,FI,broken clouds
443,Inuvik,68.3499,-133.7218,3.2,66,100,3.44,CA,overcast clouds
444,Lasa,46.6166,10.7002,28.0,73,0,4.61,IT,clear sky
445,Balabac,7.9868,117.0645,82.58,75,82,12.19,PH,broken clouds
446,Hami,42.8,93.45,57.29,25,82,6.4,CN,broken clouds
447,Maturin,9.75,-63.1767,76.68,78,58,6.93,VE,broken clouds
448,Atikokan,48.7555,-91.6216,47.5,44,98,5.28,CA,overcast clouds
449,Kavaratti,10.5669,72.642,82.83,74,100,6.17,IN,overcast clouds
450,Vangaindrano,-23.35,47.6,70.29,89,28,4.38,MG,light rain
451,Okha,53.5739,142.9478,30.02,95,100,15.52,RU,overcast clouds
452,Fare,-16.7,-151.0167,80.22,64,39,11.34,PF,scattered clouds
453,Karratha,-20.7377,116.8463,87.76,38,6,9.6,AU,clear sky
454,Esil,51.9556,66.4042,35.02,99,100,7.23,KZ,overcast clouds
455,Conceicao Do Araguaia,-8.2578,-49.2647,77.0,94,0,3.44,BR,clear sky
456,Utete,-7.986,38.758,72.18,94,99,2.77,TZ,overcast clouds
457,Novo Aripuana,-5.1206,-60.3797,76.12,88,99,2.73,BR,overcast clouds
458,Atar,20.5169,-13.0499,78.91,23,1,9.01,MR,clear sky
459,Mezhdurechenskiy,59.6,65.9333,24.82,98,30,3.67,RU,scattered clouds
460,Ambilobe,-13.2,49.05,73.31,96,78,3.02,MG,broken clouds
461,Coquimbo,-29.9533,-71.3436,60.8,77,0,2.3,CL,clear sky
462,Mulki,13.1,74.8,80.6,89,40,4.47,IN,mist
463,Chazuta,-6.5742,-76.1367,77.0,100,40,2.3,PE,scattered clouds
464,Ayan,56.45,138.1667,22.78,81,100,22.37,RU,overcast clouds
465,Biak,-0.9131,122.8766,83.25,65,1,0.67,ID,clear sky
466,Cherskiy,68.75,161.3,-5.44,80,34,2.62,RU,scattered clouds
467,Bilibino,68.0546,166.4372,1.98,75,20,1.36,RU,few clouds
468,Kazachinskoye,57.6953,93.2761,35.49,89,100,6.44,RU,overcast clouds
469,Tasiilaq,65.6145,-37.6368,24.8,74,75,4.61,GL,broken clouds
470,Kamenka,51.3223,42.7678,36.0,86,7,6.69,RU,clear sky
471,Klaksvik,62.2266,-6.589,28.4,64,40,19.57,FO,light snow
472,Havre,49.5833,0.3333,37.4,70,75,11.5,FR,broken clouds
473,Zhanaozen,43.3,52.8,43.48,58,10,7.87,KZ,clear sky
474,Marovoay,-16.1,46.6333,73.4,88,20,5.75,MG,few clouds
475,San Rafael,-34.6177,-68.3301,74.46,57,31,14.16,AR,scattered clouds
476,Piacabucu,-10.4056,-36.4344,77.47,74,100,6.69,BR,overcast clouds
477,Thinadhoo,0.5333,72.9333,83.3,59,85,6.33,MV,overcast clouds
478,Kimberley,-28.7323,24.7623,62.6,77,6,12.66,ZA,clear sky
479,Jalingo,8.8833,11.3667,83.44,26,88,4.05,NG,overcast clouds
480,Batemans Bay,-35.7167,150.1833,70.0,70,50,1.01,AU,scattered clouds
481,Cooma,-36.2333,149.1333,62.6,72,75,6.91,AU,broken clouds
482,Shelburne,44.0787,-80.2041,52.0,54,96,1.01,CA,overcast clouds
483,Caohai,26.8661,104.2841,46.85,83,96,5.14,CN,overcast clouds
484,Guarulhos,-23.4628,-46.5333,66.2,94,0,3.44,BR,clear sky
485,Bambanglipuro,-7.95,110.2833,80.55,79,69,4.16,ID,moderate rain
486,Najran,17.4924,44.1277,62.6,25,0,3.11,SA,clear sky
487,Langen,49.9933,8.6728,35.01,75,75,5.75,DE,broken clouds
488,Orebro,59.2741,15.2066,35.6,87,40,9.22,SE,light snow
489,Springfield,37.2153,-93.2982,69.8,56,20,18.41,US,few clouds
490,Xai-Xai,-25.0519,33.6442,71.29,76,100,0.98,MZ,overcast clouds
491,Ewa Beach,21.3156,-158.0072,78.8,41,40,10.36,US,scattered clouds
492,Galesong,-5.3166,119.3661,82.4,83,20,4.61,ID,few clouds
493,Wakkanai,45.4094,141.6739,46.4,39,75,14.97,JP,broken clouds
494,Kagadi,0.9606,30.7967,61.81,99,100,3.15,UG,light rain
495,Caconda,-13.7333,15.0667,59.97,72,26,3.49,AO,scattered clouds
496,Mehamn,71.0357,27.8492,30.79,85,100,21.74,NO,light snow
497,Ogod,12.9009,123.617,82.6,61,8,10.96,PH,clear sky
498,Avera,33.194,-82.5271,68.0,42,1,3.44,US,clear sky
499,Godalming,51.1846,-0.6173,30.0,86,5,4.61,GB,clear sky
500,Kresttsy,58.2452,32.5165,30.94,78,100,5.73,RU,overcast clouds
501,Beringovskiy,63.05,179.3167,2.12,82,4,7.76,RU,clear sky
502,San Andres,12.5847,-81.7006,82.4,74,75,10.36,CO,broken clouds
503,Merauke,-8.4667,140.3333,81.0,78,100,4.68,ID,overcast clouds
504,Tulun,54.5611,100.5792,34.52,93,76,5.46,RU,broken clouds
505,Dingle,10.9995,122.6711,82.74,66,33,12.91,PH,scattered clouds
506,Dauriya,49.9333,116.8667,39.99,38,7,6.31,RU,clear sky
507,Wagar,16.1525,36.2032,81.36,51,6,7.72,SD,clear sky
508,Nicolas Bravo,18.45,-88.9167,75.0,92,100,1.01,MX,overcast clouds
509,Redmond,47.674,-122.1215,59.0,52,100,3.22,US,overcast clouds
510,Oktyabrskoye,43.0645,44.7417,33.8,86,26,6.71,RU,scattered clouds
511,Manono,-7.3,27.4167,68.63,95,100,2.44,CD,overcast clouds
512,Caborca,30.5838,-111.101,82.99,8,28,5.99,MX,scattered clouds
513,Tignere,7.3667,12.65,75.36,26,100,0.85,CM,overcast clouds
514,Geraldton,-28.7667,114.6,73.4,68,73,10.36,AU,broken clouds
515,Weligama,5.9667,80.4167,75.56,87,85,6.26,LK,overcast clouds
516,Kisanga,-7.4362,37.7034,72.23,95,96,1.68,TZ,overcast clouds
517,Lumeje,-11.55,20.7833,63.88,72,14,4.0,AO,few clouds
518,Kassala,15.451,36.4,84.29,39,22,5.57,SD,few clouds
519,Severnyy,50.677,36.5532,37.4,75,0,6.71,RU,clear sky
520,Togur,58.3631,82.8265,33.12,86,100,13.02,RU,overcast clouds
521,Brigantine,39.4101,-74.3646,53.6,47,1,5.01,US,clear sky
522,Moose Factory,51.2585,-80.6094,41.0,81,90,3.44,CA,overcast clouds
523,Matagami,49.7502,-77.6328,41.0,45,90,2.3,CA,overcast clouds
524,Zabol,32.25,67.25,45.52,25,0,8.25,AF,clear sky
525,Belmonte,-15.8631,-38.8828,73.4,88,75,4.61,BR,broken clouds
526,Tongchuan,35.0806,109.0897,54.23,66,100,3.29,CN,overcast clouds
527,Hundested,55.9667,11.8667,37.99,100,83,5.01,DK,broken clouds
528,Aleksandrov Gay,50.147,48.5704,35.76,91,100,14.9,RU,overcast clouds
529,Kalabo,-14.97,22.6814,63.48,65,42,5.5,ZM,scattered clouds
530,Moron,-34.6534,-58.6198,73.99,91,5,1.99,AR,clear sky
531,Deogarh,21.5333,84.7333,72.61,78,0,2.42,IN,clear sky
532,Haines Junction,60.7522,-137.5108,21.2,42,100,5.75,CA,light snow
533,Zhigansk,66.7697,123.3711,-0.8,93,86,17.2,RU,overcast clouds
534,Gorontalo,0.5412,123.0595,86.43,62,7,1.63,ID,clear sky
535,Clyde,41.3042,-82.9752,70.0,55,75,7.67,US,broken clouds
536,Ampanihy,-24.7,44.75,66.7,93,39,8.55,MG,scattered clouds
537,Christchurch,-43.5333,172.6333,63.0,67,90,14.97,NZ,overcast clouds
538,Lakota,5.8528,-5.6883,73.63,98,100,3.06,CI,overcast clouds
539,Dharmadam,11.7833,75.4333,78.06,91,15,3.09,IN,few clouds
540,Cabadiangan,9.7531,122.4739,84.04,64,100,11.01,PH,overcast clouds
541,Aksu,41.1231,80.2644,50.02,41,100,5.99,CN,overcast clouds
542,Havre-Saint-Pierre,50.2334,-63.5986,46.4,76,90,18.41,CA,overcast clouds
543,Sorland,67.667,12.6934,33.89,74,100,30.36,NO,light snow
544,Yining,29.0361,114.5636,56.97,96,100,2.75,CN,light rain
545,Borsele,51.4419,3.8113,37.0,93,75,17.27,NL,broken clouds
546,Airai,-8.9266,125.4092,71.31,64,92,1.61,TL,overcast clouds
547,Zacapoaxtla,19.8833,-97.5833,59.05,69,100,7.25,MX,overcast clouds
548,Mount Gambier,-37.8333,140.7667,66.2,59,0,9.22,AU,clear sky
549,The Valley,18.217,-63.0578,80.01,78,20,9.22,AI,few clouds
550,Zyryanskoye,56.8306,86.6258,31.87,83,29,12.44,RU,scattered clouds
551,Skjervoy,70.0311,20.9714,36.81,81,98,28.07,NO,light rain
552,Mareeba,-17.0,145.4333,89.01,71,41,1.99,AU,scattered clouds
553,Nuuk,64.1835,-51.7216,26.6,100,90,12.66,GL,light snow
554,Dalianwan,39.0286,121.695,55.4,38,56,11.18,CN,broken clouds
555,Mount Isa,-20.7333,139.5,89.6,33,13,11.5,AU,few clouds
556,Presidente Medici,-11.1753,-61.9014,74.95,91,100,1.23,BR,overcast clouds
557,Buala,-8.145,159.5921,77.13,90,100,7.18,SB,moderate rain
558,Buje,45.41,13.6619,32.0,80,4,8.05,HR,clear sky
559,Brighton,50.8284,-0.1395,34.0,82,2,5.01,GB,clear sky
560,Gimli,50.6336,-96.9907,41.0,60,77,4.43,CA,broken clouds
561,Alta,69.9689,23.2717,30.2,93,75,2.3,NO,broken clouds
562,Kloulklubed,7.0419,134.2556,84.2,79,75,4.5,PW,broken clouds
563,Shakiso,5.75,38.9167,57.07,97,21,3.15,ET,few clouds
564,Asaba,6.2006,6.7338,79.43,84,100,7.4,NG,overcast clouds
565,Marsa Matruh,31.3525,27.2453,60.8,88,40,11.5,EG,scattered clouds
566,Yinchuan,38.4681,106.2731,50.05,51,55,6.53,CN,broken clouds
567,Warri,5.5167,5.75,78.3,93,100,4.74,NG,overcast clouds
568,Livingstonia,-10.606,34.1063,63.57,91,86,3.85,MW,light rain
569,Yumen,40.2833,97.2,45.66,38,61,12.62,CN,broken clouds
570,Rapid Valley,44.0625,-103.1463,34.0,86,90,20.71,US,snow
571,Usevya,-7.1,31.2333,64.04,97,48,3.83,TZ,scattered clouds
572,Puqi,29.7167,113.8833,55.65,97,100,7.43,CN,light rain
573,Tonantins,-2.8731,-67.8022,74.21,97,98,2.98,BR,overcast clouds
574,Tianpeng,30.9866,103.9393,63.0,1,86,6.08,CN,overcast clouds
575,Mugla,37.2303,28.3557,57.2,88,75,3.44,TR,broken clouds
576,Synya,65.3718,58.0387,33.73,94,100,9.13,RU,overcast clouds
577,Bismil,37.8486,40.6658,46.4,87,0,1.39,TR,clear sky
578,Varhaug,58.6147,5.6457,37.4,87,75,4.61,NO,moderate rain
579,Lavrentiya,65.5833,-171.0,6.62,77,6,1.99,RU,clear sky
580,Chum Phae,16.5443,102.0992,76.68,79,100,4.25,TH,overcast clouds
581,Port Keats,-14.25,129.55,87.26,60,60,1.39,AU,broken clouds
582,Lensk,60.7253,114.9278,33.75,93,100,6.78,RU,overcast clouds
583,Orillia,44.6087,-79.4207,48.2,81,100,9.22,CA,overcast clouds
584,San Luis,-33.295,-66.3356,69.62,60,0,8.75,AR,clear sky
585,Balikpapan,-1.2675,116.8289,81.54,73,79,4.21,ID,broken clouds
586,Akhmeta,42.0311,45.2075,48.2,76,0,3.44,GE,clear sky
587,Albertville,34.2676,-86.2089,68.0,45,1,4.61,US,clear sky
588,Innerleithen,55.6193,-3.063,30.99,57,7,1.01,GB,clear sky
589,Meulaboh,4.1363,96.1285,77.99,83,100,1.34,ID,overcast clouds
590,Rong Kwang,18.339,100.3174,77.0,69,20,2.3,TH,few clouds
591,Berlevag,70.8578,29.0864,30.69,82,100,24.14,NO,overcast clouds
592,Tchaourou,8.8865,2.5975,79.43,73,14,7.81,BJ,few clouds
593,Sevierville,35.8681,-83.5618,64.99,45,75,3.94,US,broken clouds
594,Belen,36.4891,36.2233,55.4,71,0,4.61,TR,clear sky
595,Mirabad,30.4362,61.8383,63.59,15,0,3.31,AF,clear sky
596,Scottsbluff,41.8666,-103.6672,35.6,69,90,16.11,US,light snow
597,La Ronge,55.1001,-105.2842,46.4,39,15,5.75,CA,few clouds
598,Amalapuram,16.5833,82.0167,80.6,89,20,4.61,IN,mist
599,La Union,-5.4,-80.75,79.29,60,91,14.72,PE,overcast clouds
600,Vila Do Maio,15.1333,-23.2167,77.0,41,0,18.41,CV,clear sky
601,Amapa,1.0,-52.0,72.14,98,100,1.5,BR,moderate rain
602,College,64.8569,-147.8028,14.0,52,20,2.21,US,few clouds
603,Kikwit,-5.041,18.8162,72.25,93,100,1.52,CD,overcast clouds
604,Ulladulla,-35.35,150.4667,73.4,64,75,9.22,AU,broken clouds
605,Ust-Omchug,61.15,149.6333,7.84,77,94,3.27,RU,overcast clouds
606,Altay,47.8667,88.1167,41.45,37,0,6.08,CN,clear sky
607,Vanimo,-2.6741,141.3028,79.84,87,100,3.67,PG,overcast clouds
608,Paita,-5.0892,-81.1144,71.29,82,96,10.4,PE,overcast clouds
609,Ambon,-3.6954,128.1814,87.8,66,20,4.61,ID,few clouds
610,Surab,28.4914,66.2585,50.05,18,0,9.91,PK,clear sky
611,Porbandar,21.6422,69.6093,78.03,76,0,8.57,IN,clear sky
612,Broome,42.2506,-75.833,51.8,20,1,8.05,US,clear sky
613,Bom Jesus,-9.0744,-44.3586,75.9,62,10,0.98,BR,clear sky
614,Great Yarmouth,52.6083,1.7305,33.01,74,99,17.27,GB,overcast clouds
615,Changli,39.7042,119.1506,54.3,19,4,17.16,CN,clear sky
616,Pangnirtung,66.1451,-65.7125,13.33,74,84,6.13,CA,broken clouds
617,Srednekolymsk,67.45,153.6833,1.65,77,93,9.69,RU,overcast clouds
618,Kingston,17.997,-76.7936,80.6,74,20,3.44,JM,few clouds
619,Oyonnax,46.2592,5.6573,34.0,69,75,6.91,FR,snow
620,Machico,32.7,-16.7667,64.4,77,40,18.41,PT,scattered clouds
621,Espinosa,-14.9261,-42.8192,72.88,64,70,5.84,BR,broken clouds
622,Chapais,49.7834,-74.8492,41.0,70,1,2.3,CA,clear sky
623,Traralgon,-38.1833,146.5333,69.01,79,37,4.09,AU,scattered clouds
624,Gurupi,-11.7292,-49.0686,76.17,75,100,2.89,BR,overcast clouds
625,Naszaly,47.7033,18.2575,33.01,93,0,8.05,HU,clear sky
626,Lodja,-3.4833,23.4333,70.56,89,100,1.43,CD,overcast clouds
627,Noumea,-22.2763,166.4572,82.99,73,75,9.22,NC,broken clouds
628,Talwara,31.9486,75.8667,65.21,64,0,3.78,IN,clear sky
629,Kerrobert,51.9168,-109.1348,55.4,33,20,4.61,CA,few clouds
630,Yulara,-25.2406,130.9889,82.4,28,0,10.36,AU,clear sky
631,Bontang,0.1333,117.5,81.55,76,45,3.02,ID,scattered clouds
632,Caravelas,-17.7125,-39.2481,74.46,71,9,4.76,BR,clear sky
633,Rameshki,57.3439,36.0453,28.04,98,99,3.02,RU,overcast clouds
634,Jishou,28.3167,109.7167,53.2,97,100,0.72,CN,overcast clouds
635,Nantucket,41.2835,-70.0995,45.0,86,96,9.37,US,overcast clouds
636,Novaya Igirma,57.1334,103.9112,35.01,95,97,5.28,RU,overcast clouds
637,Manokwari,-0.8667,134.0833,82.45,74,89,1.28,ID,overcast clouds
638,Ixtapa,20.7,-105.2,77.0,78,75,9.22,MX,broken clouds
639,Kpandae,8.4689,-0.0113,83.71,65,95,11.25,GH,overcast clouds
640,Praia Da Vitoria,38.7333,-27.0667,57.0,100,20,2.04,PT,few clouds
641,Shache,38.4167,77.2406,42.49,85,100,17.47,CN,light rain
642,Punta Alta,-38.8759,-62.0736,72.95,65,8,13.85,AR,clear sky
643,Miedzychod,52.5988,15.897,35.01,87,73,8.01,PL,broken clouds
644,Aden,12.7794,45.0367,81.9,65,100,14.56,YE,overcast clouds
645,Derzhavinsk,51.1,66.3167,38.05,92,100,10.8,KZ,overcast clouds
646,Lagunas,-5.2269,-75.6753,74.25,93,94,1.59,PE,overcast clouds
647,Bredy,52.4153,60.3411,34.56,98,100,6.96,RU,light rain
648,Itarema,-2.9248,-39.9167,79.93,81,8,11.7,BR,clear sky
649,Flin Flon,54.7682,-101.865,37.2,89,56,2.17,CA,broken clouds
650,Nivala,63.9167,24.9667,24.46,97,99,4.0,FI,overcast clouds
651,Tadine,-21.55,167.8833,78.44,66,100,12.66,NC,overcast clouds
652,Aitape,-3.1374,142.3475,81.05,81,100,3.44,PG,heavy intensity rain
653,Nizhniy Odes,63.6445,54.856,34.57,81,100,6.93,RU,overcast clouds
654,Innisfail,-17.5333,146.0333,84.0,55,8,3.0,AU,clear sky
655,Kysyl-Syr,63.8986,122.7617,7.74,87,79,9.6,RU,broken clouds
656,Jinchang,38.4953,102.1739,45.37,56,1,3.71,CN,clear sky
657,Veraval,20.9,70.3667,77.04,77,0,12.06,IN,clear sky
658,Flower Mound,33.0146,-97.097,79.0,53,75,23.02,US,broken clouds
659,Barra Do Corda,-5.5,-45.25,73.72,86,6,1.97,BR,clear sky
660,Dafeng,23.4517,108.5881,75.22,80,100,7.76,CN,overcast clouds
661,Albanel,48.8832,-72.4487,42.8,81,97,3.44,CA,overcast clouds
662,Alofi,-19.0595,-169.9187,84.2,79,75,10.36,NU,broken clouds
663,Burgas,42.5061,27.4678,48.2,100,75,4.61,BG,mist
664,Zlatoust,55.1711,59.6508,31.06,98,100,4.38,RU,overcast clouds
665,Mackay,-21.15,149.2,82.99,78,52,14.97,AU,broken clouds
666,Saint-Leu,-21.15,55.2833,75.2,73,0,4.61,RE,clear sky
667,Marawi,7.9986,124.2928,84.0,74,100,5.01,PH,overcast clouds
668,Vestmanna,62.1564,-7.1664,28.4,64,40,19.57,FO,light snow
669,Catuday,16.2923,119.8062,81.27,61,6,10.6,PH,clear sky
670,Edson,53.5835,-116.4356,46.4,49,90,17.27,CA,light rain
671,Ati,13.2154,18.3353,82.94,13,97,11.12,TD,overcast clouds
672,Mineiros,-17.5694,-52.5511,70.21,83,100,2.64,BR,overcast clouds
673,Maceio,-9.6658,-35.7353,77.0,88,0,3.44,BR,clear sky
674,Lenoir City,35.7973,-84.256,71.6,42,1,5.75,US,clear sky
675,Havoysund,70.9963,24.6622,32.0,100,75,10.36,NO,light snow
676,Borzya,50.3833,116.5167,38.59,40,2,5.17,RU,clear sky
677,Cosamaloapan,18.3667,-95.8,77.31,70,93,10.58,MX,overcast clouds
678,Kailua,21.4022,-157.7394,78.8,50,75,13.8,US,broken clouds
679,Camacha,33.0833,-16.3333,62.6,82,75,9.22,PT,broken clouds
680,Andenes,69.3143,16.1194,32.0,93,100,26.46,NO,light snow
681,Qaqortoq,60.7167,-46.0333,33.8,93,90,2.3,GL,fog
682,Bassila,9.0081,1.6654,82.4,83,14,6.78,BJ,few clouds
683,Vanavara,60.34,102.2797,35.35,98,100,9.55,RU,overcast clouds
684,Bud,39.447,-86.1758,68.0,59,1,4.61,US,clear sky
685,Svetlaya,46.5389,138.3297,41.04,51,100,11.01,RU,overcast clouds
686,Znamensk,48.5842,45.7338,38.23,87,0,6.67,RU,clear sky
687,Mugumu,-1.85,34.7,58.06,95,83,3.51,TZ,broken clouds
688,Columbus,39.9612,-82.9988,66.99,59,1,5.75,US,clear sky
689,Dilla,6.41,38.31,60.62,93,68,3.6,ET,broken clouds
690,Dawei,14.0833,98.2,77.16,88,79,3.49,MM,broken clouds
691,Brae,60.3964,-1.353,33.8,64,75,19.57,GB,light snow
692,Chicama,-7.8447,-79.1469,69.8,83,40,5.75,PE,scattered clouds
693,Mwinilunga,-11.7358,24.4293,64.42,82,100,5.46,ZM,overcast clouds
694,Pimentel,-6.8367,-79.9342,71.6,73,0,17.27,PE,clear sky
695,Haimen,23.1935,116.6142,69.8,60,75,4.47,CN,broken clouds
696,Halden,59.1226,11.3871,37.4,56,20,4.61,NO,few clouds
697,Popondetta,-8.7537,148.2534,86.49,65,100,2.73,PG,overcast clouds
698,Taoudenni,22.6783,-3.9836,81.28,13,1,8.19,ML,clear sky
699,Marienburg,54.0359,19.0266,28.99,90,41,7.76,PL,scattered clouds
700,Santa Isabel Do Rio Negro,-0.4139,-65.0192,72.09,99,100,1.86,BR,overcast clouds
